ID	Name	Matches	
RXN0-747	dADP + an oxidized NrdH glutaredoxin-like protein + H<sub>2</sub>O  &larr;  ADP + a reduced NrdH glutaredoxin-like protein	ADP, DADP, WATER	
ADPREDUCT-RXN	dADP + an oxidized thioredoxin + H<sub>2</sub>O  &larr;  ADP + a reduced thioredoxin	ADP, DADP, WATER	
RXN-14215	dADP + H<sub>2</sub>O  &rarr;  dAMP + phosphate + H<SUP>+</SUP>	DADP, DAMP, WATER, PROTON, Pi	
RXN-3542	daidzein + <i>S</i>-adenosyl-L-methionine  &rarr;  formononetin + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, DAIDZEIN, FORMONONETIN, PROTON	
RXN-3481	daidzein + <i>S</i>-adenosyl-L-methionine  &rarr;  isoformononetin + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, DAIDZEIN, PROTON, CPD-3343	
RXN-4501	daidzein + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  2'-hydroxydaidzein + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	2-HYDROXYDAIDZEIN, DAIDZEIN, OXYGEN-MOLECULE, WATER	
RXN-3591	daidzin + H<sub>2</sub>O  &rarr;  daidzein + D-glucopyranose	Glucopyranose, DAIDZEIN, CPD-3424, WATER	
RXN-7224	dalbergioidin + NADP<sup>+</sup>  &larr;  2'-hydroxygenistein + NADPH + H<SUP>+</SUP>	CPD-6641, CPD-6646, PROTON, NADP, NADPH	
RXN-7225	dalbergioidin + prenyl diphosphate  &rarr;  kievitone + diphosphate	CPD-6646, PPI, KIEVITONE-CPD, CPD-4211	
RXN-9162	dalcochinin-8'-O-&beta;-glucoside + H<sub>2</sub>O  &rarr;  dalcochinin + D-glucopyranose	Glucopyranose, CPD-9711, CPD-9677, WATER	
3.2.1.161-RXN	dalnigrein 7-O-&beta;-D-apiofuranosyl-(1-6)-&beta;-D-glucopyranoside + H<sub>2</sub>O  &rarr;  dalnigrein + &beta;-<i>D</i>-apiofuranosyl-(1->6)-<i>D</i>-glucose	CPD-9004, CPD-9716, CPD-9695, WATER	
RXN-9163	dalpatein 7-O-&beta;-D-apiofuranosyl-(1->6)-&beta;-D-glucopyranoside + H<sub>2</sub>O  &rarr;  dalpatein + &beta;-<i>D</i>-apiofuranosyl-(1->6)-<i>D</i>-glucose	CPD-9004, CPD-9710, CPD-9693, WATER	
RXN-8885	dammarenediol II  &larr;  (3<i>S</i>)-2,3-epoxy-2,3-dihydrosqualene + H<sub>2</sub>O	EPOXYSQUALENE, CPD-9240, WATER	
RXN-14975	dammarenediol II + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  (20<i>S</i>)-protopanaxadiol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-15449, CPD-9240, OXYGEN-MOLECULE, WATER	
RXN-14161	dAMP + H<sub>2</sub>O  &rarr;  2'-deoxyadenosine + phosphate	DEOXYADENOSINE, DAMP, WATER, Pi	
RXN-13448	daphnetin + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + 7-hydroxy-8-methoxycoumarin + H<SUP>+</SUP>	CPD-14430, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, CPD-14427, PROTON	
RXN-13454	daphnetin + D-glucopyranose  &rarr;  daphnetin-8-glucoside + H<sub>2</sub>O	Glucopyranose, CPD-14427, CPD-14428, WATER	
RXN-13453	daphnin + H<sub>2</sub>O  &rarr;  daphnetin + D-glucopyranose	Glucopyranose, CPD-14427, DAPHNIN, WATER	
RXN-14195	dATP + 2 H<sub>2</sub>O  &rarr;  dAMP + 2 phosphate + 2 H<SUP>+</SUP>	DAMP, DATP, WATER, PROTON, Pi	
RXN-14290	dATP + 2 hydroxyl radical  &rarr;  2-hydroxy-dATP + H<sub>2</sub>O	CPD-13851, DATP, WATER, CPD-12377	
DATPDGTP--DNA-PURINE-TRANSFERASE-RXN	dATP + an apurinic site within DNA  &rarr;  deoxyribose triphosphate + an adenine in DNA	DNA-Adenines, DATP, DEOXYRIBOSE-TRIPHOSPHATE	
RXN-21262	dATP + an oxidized thioredoxin + H<sub>2</sub>O  &larr;  ATP + a reduced thioredoxin	ATP, DATP, WATER	
RXN-14214	dATP + H<sub>2</sub>O  &rarr;  dADP + phosphate + H<SUP>+</SUP>	DADP, DATP, WATER, PROTON, Pi	
RXN0-384	dATP + H<sub>2</sub>O  &rarr;  dAMP + diphosphate + H<SUP>+</SUP>	DAMP, DATP, PPI, WATER, PROTON	
RXN-14855	daunorubicin + NADPH + H<SUP>+</SUP> + dioxygen  &rarr;  doxorubicin + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-13962, OXYGEN-MOLECULE, CPD-13973, WATER, PROTON, NADP, NADPH	
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	dCDP + an oxidized NrdH glutaredoxin-like protein + H<sub>2</sub>O  &larr;  CDP + a reduced NrdH glutaredoxin-like protein	CDP, DCDP, WATER	
CDPREDUCT-RXN	dCDP + an oxidized thioredoxin + H<sub>2</sub>O  &larr;  CDP + a reduced thioredoxin	CDP, DCDP, WATER	
RXN-14187	dCDP + H<sub>2</sub>O  &rarr;  dCMP + phosphate + H<SUP>+</SUP>	DCDP, DCMP, WATER, PROTON, Pi	
2.1.2.8-RXN	dCMP + a 5,10-methylenetetrahydrofolate + H<sub>2</sub>O  &rarr;  2'-deoxy-5-hydroxymethylcytidine 5'-phosphate + a tetrahydrofolate	DEOXY-HYDROXYMETHYLCYTIDINE-PHOSPHATE, METHYLENE-THF-GLU-N, THF-GLU-N, DCMP, WATER	
RXN0-5292	dCMP + H<sub>2</sub>O  &rarr;  2'-deoxycytidine + phosphate	DEOXYCYTIDINE, DCMP, WATER, Pi	
DCMP-DEAMINASE-RXN	dCMP + H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  ammonium + dUMP	AMMONIUM, DCMP, DUMP, WATER, PROTON	
RXN-14198	dCTP + 2 H<sub>2</sub>O  &rarr;  dCMP + 2 phosphate + 2 H<SUP>+</SUP>	DCMP, DCTP, WATER, PROTON, Pi	
3.5.4.30-RXN	dCTP + 2 H<sub>2</sub>O  &rarr;  dUMP + ammonium + diphosphate	AMMONIUM, DCTP, PPI, DUMP, WATER	
RXN-21264	dCTP + an oxidized thioredoxin + H<sub>2</sub>O  &larr;  CTP + a reduced thioredoxin	CTP, DCTP, WATER	
RXN-14216	dCTP + H<sub>2</sub>O  &rarr;  dCDP + phosphate + H<SUP>+</SUP>	DCDP, DCTP, WATER, PROTON, Pi	
DCTP-PYROPHOSPHATASE-RXN	dCTP + H<sub>2</sub>O  &rarr;  dCMP + diphosphate + H<SUP>+</SUP>	DCMP, DCTP, PPI, WATER, PROTON	
DCTP-DEAM-RXN	dCTP + H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  ammonium + dUTP	AMMONIUM, DCTP, DUTP, WATER, PROTON	
1.14.11.26-RXN	deacetoxycephalosporin C + 2-oxoglutarate + dioxygen  &rarr;  deacetylcephalosporin C + succinate + CO<SUB>2</SUB>	2-KETOGLUTARATE, CARBON-DIOXIDE, DEACETOXYCEPHALOSPORIN-C, DEACETYLCEPHALOSPORIN-C, OXYGEN-MOLECULE, SUC	
1.14.11.20-RXN	deacetoxyvindoline + 2-oxoglutarate + dioxygen  &rarr;  17-O-deacetylvindoline + succinate + CO<SUB>2</SUB>	17-O-DEACETYLVINDOLINE, 2-KETOGLUTARATE, CARBON-DIOXIDE, DEACETOXYVINDOLINE, OXYGEN-MOLECULE, SUC	
RXN-8810	deacetylcephalosporin C + carbamoyl phosphate  &rarr;  O-carbamoyl-deacetylcephalosporin C + phosphate	CARBAMOYL-P, DEACETYLCEPHALOSPORIN-C, CPD-9124, Pi	
RXN-9210	deacetylcolchicine + acetyl-CoA  &rarr;  (S)-colchicine + coenzyme A + H<SUP>+</SUP>	CPD-9785, ACETYL-COA, CO-A, CPD-9786, PROTON	
RXN-13790	deacetylisoipecoside + <i>S</i>-adenosyl-L-methionine  &rarr;  6-O-methyl-N-deacetylisoipecoside + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	CPD-14812, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, DEACETYLISOIPECOSIDE, PROTON	
RXN1G-4	deacetylmycothiol + acetyl-CoA  &rarr;  mycothiol + coenzyme A + H<SUP>+</SUP>	ACETYL-COA, CO-A, CPD1G-120, PROTON, CPD1G-2	
RXN-18624	deacetylvindorosine + acetyl-CoA  &rarr;  vindorosine + coenzyme A	ACETYL-COA, CO-A, CPD-19899, CPD-19895	
RXN-10832	deamino &alpha;-keto demethylphosphinothricin + an aminated amino group donor  &harr;  demethyl-L-phosphinothricin + a deaminated amino group donor	Deaminated-Amine-Donors, Aminated-Amine-Donors, CPD-11743, CPD-10011	
RXN-11029	Dec-PP-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala + UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine  &rarr;  Dec-PP-[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala + UDP + H<SUP>+</SUP>	CPD-11997, CPD-11998, PROTON, UDP, UDP-N-ACETYL-D-GLUCOSAMINE	
2.4.1.129-RXN	Dec-PP-[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala + Dec-PP-{[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala}<sub>n</sub>  &rarr;  mono-<i>trans</i>,octa-<i>cis</i>-decaprenyl diphosphate + Dec-PP-{[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala}<sub>(n+1)</sub>	CPD-24794, CPD-11998, CPD-11984	
RXN-22973	Dec-PP-[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala<sub>[in]</sub> + H<SUP>+</SUP><sub>[out]</sub>  &rarr;  Dec-PP-[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala<sub>[out]</sub> + H<SUP>+</SUP><sub>[in]</sub>	CPD-11998, PROTON	
RXN-11031	Dec-PP-{[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala}<sub>(n+1)</sub> + a peptidoglycan internal segment (mycobacteria) + 3 H<sub>2</sub>O  &rarr;  a peptidoglycan with D,D cross-links  (mycobacteria) + 4 D-alanine	CPD-24794, CPD-24795, CPD-12000, D-ALANINE, WATER	
RXN-11030	Dec-PP-{[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala-D-Ala}<sub>(n+1)</sub> + a peptidoglycan internal segment (mycobacteria) + 3 H<sub>2</sub>O  &rarr;  a peptidoglycan with L,D cross-links  (mycobacteria) + 4 D-alanine	CPD-24794, CPD-24795, CPD-11999, D-ALANINE, WATER	
RXN-21013	decan-2-one + NADPH + H<SUP>+</SUP> + dioxygen  &rarr;  octyl acetate + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-18990, OXYGEN-MOLECULE, WATER, PROTON, NADP, NADPH, CPD-22643	
RXN-21012	decan-3-one + NADPH + H<SUP>+</SUP> + dioxygen  &rarr;  ethyl octanoate + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-22639, OXYGEN-MOLECULE, CPD-22379, WATER, PROTON, NADP, NADPH	
RXN-21011	decan-3-one + NADPH + H<SUP>+</SUP> + dioxygen  &rarr;  heptyl propanoate + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-22639, OXYGEN-MOLECULE, WATER, PROTON, CPD-22641, NADP, NADPH	
RXN-21010	decan-4-one + NADPH + H<SUP>+</SUP> + dioxygen  &rarr;  hexyl butanoate + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-22637, OXYGEN-MOLECULE, WATER, PROTON, CPD-22638, NADP, NADPH	
RXN-16653	decanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  decanoate + NADH + 2 H<SUP>+</SUP>	CPD-8490, CPD-3617, WATER, PROTON, NAD, NADH	
RXN-11325	decanoate + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  10-hydroxydecanoate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	10-HYDROXYDECANOATE, CPD-3617, OXYGEN-MOLECULE, WATER	
RXN-21395	decanoate + acyl-carrier protein + ATP  &rarr;  a decanoyl-[acp] + AMP + diphosphate	AMP, ATP, CPD-3617, PPI	
RXN-13623	decanoate + an HmqF protein + ATP  &rarr;  a decanoyl-HmqF protein + AMP + diphosphate	AMP, ATP, CPD-3617, PPI	
RXN-13614	decanoate + ATP + coenzyme A  &rarr;  decanoyl-CoA + AMP + diphosphate	AMP, ATP, CO-A, CPD-3617, CPD-10267, PPI	
TRANS-RXN-356	decanoate<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  decanoate<sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-3617, PROTON	
RXN-16243	decanoyl-CoA + (S)-2-aminobutanoate + H<SUP>+</SUP>  &rarr;  (S)-3-aminotridecan-4-one + coenzyme A + CO<SUB>2</SUB>	CPD0-1942, CPD-17490, CARBON-DIOXIDE, CO-A, CPD-10267, PROTON	
RXN-19514	decanoyl-CoA + <i>N</i>-(3-aminopropyl)hydroxylamine  &rarr;  <i>N</i><sup>3</sup>-decanoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane + coenzyme A	CPD-1022, CPD-21013, CO-A, CPD-10267	
RXN-16241	decanoyl-CoA + <i>S</i>-adenosyl-L-methionine  &rarr;  3-aminotridec-2-en-4-one + coenzyme A + <i>S</i>-methyl-5'-thioadenosine + CO<SUB>2</SUB>	CPD-17488, S-ADENOSYLMETHIONINE, 5-METHYLTHIOADENOSINE, CARBON-DIOXIDE, CO-A, CPD-10267	
RXN-14274	decanoyl-CoA + acetyl-CoA  &larr;  3-oxododecanoyl-CoA + coenzyme A	CPD0-2105, ACETYL-COA, CO-A, CPD-10267	
RXN-13615	decanoyl-CoA + an oxidized electron-transfer flavoprotein + H<SUP>+</SUP>  &rarr;  (2E)-dec-2-enoyl-CoA + a reduced electron-transfer flavoprotein	T2-DECENOYL-COA, CPD-10267, PROTON	
RXN-20227	decanoyl-CoA + cholesterol  &rarr;  cholesteryl decanoate + coenzyme A	CHOLESTEROL, CPD-21826, CO-A, CPD-10267	
RXN-9628	decanoyl-CoA + H<sub>2</sub>O  &rarr;  decanoate + coenzyme A + H<SUP>+</SUP>	CO-A, CPD-3617, CPD-10267, WATER, PROTON	
RXN-18371	decanoyl-CoA + L-carnitine  &harr;  <i>O</i>-decanoyl-L-carnitine + coenzyme A	CPD-19741, CO-A, CPD-10267, CARNITINE	
RXN-14546	decarbamoylnovobiocin + carbamoyl phosphate  &rarr;  novobiocin + phosphate	CARBAMOYL-P, CPD-25609, CPD-15417, Pi	
RXN-16254	decarboxy-dehydroxy-demycosaminyl-nystatin + NADPH + dioxygen + H<SUP>+</SUP>  &rarr;  decarboxy-demycosaminyl-nystatin + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-17500, CPD-17499, OXYGEN-MOLECULE, WATER, PROTON, NADP, NADPH	
RXN-16252	decarboxy-demycosaminyl-nystatin + 3 NADPH + 2 H<SUP>+</SUP> + 3 dioxygen  &rarr;  demycosaminyl-nystatin + 3 NADP<sup>+</sup> + 4 H<sub>2</sub>O	CPD-17499, CPD-17498, OXYGEN-MOLECULE, WATER, PROTON, NADP, NADPH	
RXN-16546	dechloro-dehydrogriseofulvin + NADPH + H<SUP>+</SUP>  &rarr;  dechlorogriseofulvin + NADP<sup>+</sup>	CPD-17800, CPD-17801, PROTON, NADP, NADPH	
RXN-20187	decyl sulfate + 2-oxoglutarate + dioxygen  &rarr;  decanal + succinate + CO<SUB>2</SUB> + sulfate + H<SUP>+</SUP>	2-KETOGLUTARATE, CARBON-DIOXIDE, CPD-8490, CPD-21748, OXYGEN-MOLECULE, PROTON, SUC, SULFATE	
R463-RXN	deethylatrazine + H<sub>2</sub>O  =  2-hydroxy-4-isopropylamino-6-amino-<i>s</i>-triazine + chloride + H<SUP>+</SUP>	CPD-9368, CL-, CPD-801, WATER, PROTON	
R465-RXN	deethylsimazine + H<sub>2</sub>O  &rarr;  <I>N</I>-ethylammeline + chloride + H<SUP>+</SUP>	CPD-806, CL-, CPD-805, WATER, PROTON	
RXN-11207	deguelin  &rarr;  tephrosin	CPD-12163, CPD-12165	
RXN-11663	dehydro(indole-3-yl)acetonitrile + glutathione  &rarr;  (glutathion-<i>S</i>-yl)(1<i>H</i>-indol-3-yl)acetonitrile	CPD-12634, CPD-21440, GLUTATHIONE	
RXN-8534	dehydroabietadienal + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  dehydroabietate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>	CPD-8724, CPD-8725, OXYGEN-MOLECULE, WATER, PROTON	
RXN-8533	dehydroabietadiene-diol  &rarr;  dehydroabietadienal + H<sub>2</sub>O	CPD-8724, CPD-8723, WATER	
RXN-19786	dehydroabietadienol + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  &rarr;  dehydroabietate + 2 an oxidized [NADPH-hemoprotein reductase] + 3 H<sub>2</sub>O + H<SUP>+</SUP>	CPD-8722, CPD-8725, OXYGEN-MOLECULE, WATER, PROTON	
RXN-8532	dehydroabietadienol + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  dehydroabietadiene-diol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-8723, CPD-8722, OXYGEN-MOLECULE, WATER	
RXN-12861	dehydroascorbate (bicyclic form)  &rarr;  2,3-didehydro-L-gulonate + H<SUP>+</SUP>	CPD-334, CPD-13907, PROTON	
1.8.5.1-RXN	dehydroascorbate + 2 glutathione  &rarr;  glutathione disulfide + L-ascorbate	L-DEHYDRO-ASCORBATE, GLUTATHIONE, OXIDIZED-GLUTATHIONE, ASCORBATE	
RXN-21400	dehydroascorbate + H<sub>2</sub>O  &rarr;  2,3-didehydro-L-gulonate	CPD-334, L-DEHYDRO-ASCORBATE, WATER	
RXN-12862	dehydroascorbate + H<sub>2</sub>O + H<SUP>+</SUP>  &rarr;  dehydroascorbate (bicyclic form)	L-DEHYDRO-ASCORBATE, CPD-13907, WATER, PROTON	
RXN-16977	dehydrocyclopeptine + 2-oxoglutarate + dioxygen  &rarr;  (-)-cyclopenine + succinate + CO<SUB>2</SUB>	CPD-18296, 2-KETOGLUTARATE, CARBON-DIOXIDE, CPD-18295, OXYGEN-MOLECULE, SUC	
RXN-16539	dehydrogriseofulvin + NADPH + H<SUP>+</SUP>  &rarr;  griseofulvin + NADP<sup>+</sup>	CPD-17793, CPD-17786, PROTON, NADP, NADPH	
RXN-16127	dehydrohistidyltryptophyldiketopiperazine + prenyl diphosphate  &rarr;  roquefortine C + diphosphate	CPD-17379, PPI, CPD-4211, CPD-17381	
RXN-22114	dehydropreakuammicine + H<sub>2</sub>O  &rarr;  norfluorocurarine + CO<SUB>2</SUB> + methanol	CARBON-DIOXIDE, CPD-24089, WATER, METOH, CPD-24090	
RXN-11722	dehydroprephenate + H<SUP>+</SUP>  &rarr;  3-(cyclohexa-1,3-dien-1-yl)-2-oxopropanoate + CO<SUB>2</SUB> + H<sub>2</sub>O	CPD-12682, CARBON-DIOXIDE, CPD-12681, WATER, PROTON	
RXN-11984	dehydrorabelomycin + dioxygen  &rarr;  3-(2-formyl-6-hydroxy-4-methylphenyl)-8-hydroxy-1,4-dioxonaphthalene-2-carboxylate + H<SUP>+</SUP>	CPD-12957, CPD-12952, OXYGEN-MOLECULE, PROTON	
RXN-19975	dehydrosecodine  &rarr;  catharanthine	CPD-7859, CPD-21545	
RXN-19974	dehydrosecodine  &rarr;  tabersonine	CPD-21545, TABERSONINE	
RXN-20584	dehydrotomatidine + NADP<sup>+</sup>  &rarr;  tomatid-4-en-3-one + NADPH + H<SUP>+</SUP>	CPD-22267, PROTON, NADP, NADPH, CPD-22266	
RXN-21389	dehydrotomatidine + NADP<sup>+</sup>  &rarr;  tomatid-5-en-3-one + NADPH + H<SUP>+</SUP>	CPD-22267, PROTON, NADP, NADPH, CPD-23300	
RXN-10620	dehypoxanthine futalosine + <i>S</i>-adenosyl-L-methionine  &rarr;  cyclic dehypoxanthine futalosine + L-methionine + 5'-deoxyadenosine + H<SUP>+</SUP>	CH33ADO, S-ADENOSYLMETHIONINE, CPD-11419, CPD-10484, PROTON, MET	
RXN-8232	delphinidin 3,3',5-tri-<i>O</i>-&beta;-D-glucoside + (<i>E</i>)-caffeoyl-CoA  &rarr;  delphinidin 3-<i>O</i>-glucosyl-5-<i>O</i>-(caffeoylglucoside-3'-<i>O</i>-glucoside) + coenzyme A	CAFFEOYL-COA, CO-A, CPD-7966, CPD-7963	
RXN-8233	delphinidin 3,5-di-<i>O</i>-&beta;-D-glucoside + (<i>E</i>)-caffeoyl-CoA  &rarr;  delphinidin 3-<i>O</i>-glucosyl-5-<i>O</i>-caffeoylglucoside + coenzyme A	CAFFEOYL-COA, CO-A, CPD-7139, CPD-7960	
RXN-8235	delphinidin 3-<i>O</i>-glucosyl-5-<i>O</i>-(caffeoylglucoside-3'-<i>O</i>-glucoside) + (<i>E</i>)-caffeoyl-CoA  &rarr;  gentiodelphin + coenzyme A	CAFFEOYL-COA, CO-A, CPD-7963, CPD-7965	
RXN-15351	delphinidin 3-<i>O</i>-rutinoside + 1-<i>O</i>-4-hydroxybenzoyl-&beta;-<i>D</i>-glucose  &rarr;  delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-glucoside + 4-hydroxybenzoate	CPD-15283, 4-hydroxybenzoate, CPD-7145, CPD-16558	
RXN-15354	delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(glucosyl)-oxybenzoyl)-glucoside) + 1-<i>O</i>-4-hydroxybenzoyl-&beta;-<i>D</i>-glucose  &rarr;  violdelphin + D-glucopyranose	CPD-15283, Glucopyranose, CPD-16560, CPD-16561	
RXN-15353	delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucoside) + 1-<i>O</i>-4-hydroxybenzoyl-&beta;-<i>D</i>-glucose  &rarr;  delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(4-<i>O</i>-(glucosyl)-oxybenzoyl)-glucoside) + 4-hydroxybenzoate + H<SUP>+</SUP>	CPD-15283, 4-hydroxybenzoate, CPD-16560, CPD-16559, PROTON	
RXN-15352	delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-glucoside + 1-<i>O</i>-4-hydroxybenzoyl-&beta;-<i>D</i>-glucose  &rarr;  delphinidin 3-<i>O</i>-rutinoside-7-<i>O</i>-(6-<i>O</i>-(p-hydroxybenzoyl)-glucoside) + D-glucopyranose	CPD-15283, Glucopyranose, CPD-16559, CPD-16558	
RXN-14448	delphinidin-3-<i>O</i>-&beta;-D-glucoside + 1-<i>O</i>-feruloyl-&beta;-<i>D</i>-glucose  &rarr;  delphinidin 3,7-di <i>O</i>-&beta;-<i>D</i>-glucoside + ferulate	CPD-15281, CPD-15290, CPD-7117, FERULIC-ACID	
RXN-14445	delphinidin-3-<i>O</i>-&beta;-D-glucoside + 1-<i>O</i>-malyl-&beta;-<i>D</i>-glucose  &rarr;  delphinidin 3-<i>O</i>-(6"-<i>O</i>-malyl-&beta;-<i>D</i>-glucoside) + D-glucopyranose	CPD-15286, Glucopyranose, CPD-15288, CPD-7117	
RXN-14441	delphinidin-3-<i>O</i>-&beta;-D-glucoside + 1-<i>O</i>-vanilloyl-&beta;-D-glucose  &rarr;  delphinidin 3,5-di-<i>O</i>-&beta;-D-glucoside + vanillate	CPD-15006, CPD-7139, CPD-7117, VANILLATE	
RXN-14442	delphinidin-3-<i>O</i>-&beta;-D-glucoside + 1-<i>O</i>-vanilloyl-&beta;-D-glucose  &rarr;  delphinidin 3,7-di <i>O</i>-&beta;-<i>D</i>-glucoside + vanillate	CPD-15006, CPD-15290, CPD-7117, VANILLATE	
RXN-8206	delphinidin-3-<i>O</i>-&beta;-D-glucoside + malonyl-CoA  &rarr;  delphinidin 3-<i>O</i>-(6''-<i>O</i>-malonyl)-&beta;-D-glucoside + coenzyme A	CO-A, CPD-7862, CPD-7117, MALONYL-COA	
RXN-16778	delphinidin-3-<i>O</i>-&beta;-D-glucoside + UDP-&alpha;-D-xylose  &rarr;  delphinidin 3-<i>O</i>-&beta;-<i>D</i>-sambubioside + UDP + H<SUP>+</SUP>	CPD-18092, CPD-7117, PROTON, UDP, UDP-D-XYLOSE	
RXN-9209	demecolcine + NADPH + dioxygen + H<SUP>+</SUP>  &rarr;  deacetylcolchicine + formaldehyde + NADP<sup>+</sup> + H<sub>2</sub>O	CPD-9786, CPD-9787, OXYGEN-MOLECULE, FORMALDEHYDE, WATER, PROTON, NADP, NADPH	
RXN-15644	demethoxyfumitremorgin C  &rarr;  fumitremorgin C	CPD-15267, CPD-15266	
RXN-23278	demethoxysulfazecin + 2-oxoglutarate + dioxygen  &rarr;  demethylsulfazecin + succinate + CO<SUB>2</SUB>	2-KETOGLUTARATE, CARBON-DIOXIDE, CPD-25887, CPD-25886, OXYGEN-MOLECULE, SUC	
RXN-10837	demethyl-L-phosphinothricin + acetyl-CoA  &rarr;  <i>N</i>-acetyldemethyl-L-phosphinothricin + coenzyme A + H<SUP>+</SUP>	CPD-11746, ACETYL-COA, CO-A, CPD-10011, PROTON	
RXN-15934	demethylarginomycin + L-leucine + ATP  &rarr;  L-leucyl-demethylarginomycin + ADP + phosphate + H<SUP>+</SUP>	ADP, ATP, CPD-17166, PROTON, LEU, CPD-17165, Pi	
RXN-15937	demethylblasticidin S + L-leucine + ATP  &rarr;  L-leucyl-demethyl-blasticidin S + ADP + phosphate + H<SUP>+</SUP>	ADP, ATP, CPD-17170, PROTON, LEU, CPD-17169, Pi	
RXN-14545	demethyldecarbamoyl novobiocin + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + decarbamoylnovobiocin + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, CPD-25609, CPD-15420, PROTON	
RXN-12013	demethyldehydrophos + <i>S</i>-adenosyl-L-methionine  &rarr;  dehydrophos + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, CPD-12974, CPD-12973, PROTON	
RXN-20237	demethyldeoxyspectinabilin + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + deoxyspectinabilin + H<SUP>+</SUP>	ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, CPD-21835, CPD-21836, PROTON	
